([(-414592, -115376), (-414528, -115184)], 860579.9882454241)
([(-9936, -430768), (-10000, -430560)], 861558.6877357062)
([(194720, 384320), (194656, 384528)], 861824.1928040728)
([(-153248, -402816), (-153040, -402880)], 861950.3643026793)
([(-324240, 284176), (-324064, 284240)], 862203.4866654007)
([(-135072, 409392), (-135152, 409616)], 862435.5710854483)
([(-30160, 430448), (-30032, 430608)], 863157.3039013203)
([(380704, 207680), (380928, 207632)], 867506.4167384733)
([(-411872, 141584), (-411632, 141600)], 870834.097032056)
([(215344, 378464), (215552, 378608)], 871108.1379479849)
([(-145776, -410800), (-145888, -410592)], 871637.962250019)
([(188256, 393072), (188480, 392976)], 871665.9516621525)
([(37696, -434320), (37888, -434336)], 871938.1993297051)
([(-434640, 41824), (-434656, 42000)], 873328.1334910224)
([(249200, -358752), (249344, -358624)], 873598.5816758752)
([(276240, 338240), (276256, 338480)], 873614.2214072947)
([(113920, -422080), (113936, -421840)], 874139.1932758461)
([(-76512, 431280), (-76288, 431312)], 876021.0326281099)
([(-401040, -176432), (-400864, -176528)], 876145.4285809166)
([(-386416, -207040), (-386416, -206848)], 876682.7279099142)
([(-29328, -438064), (-29168, -438016)], 878030.7357328467)
([(9520, 439120), (9520, 439344)], 878670.3141221742)
([(439152, 13168), (439360, 13136)], 878905.7037134637)
([(116080, -425280), (116288, -425264)], 881714.253785796)
([(340832, 280304), (341072, 280336)], 882785.5295164103)
([(441104, -35536), (441344, -35520)], 885304.1449580069)
([(429888, 107776), (430096, 107840)], 886601.793278199)
([(-284880, 340208), (-284672, 340304)], 887404.1422837728)
([(-391168, 210256), (-391136, 210480)], 888267.0630170498)
([(-434960, -90288), (-434896, -90064)], 888355.9800086082)
([(-275088, -348848), (-274912, -348896)], 888451.8657408854)
([(436064, -87504), (436288, -87552)], 889743.0050576066)
([(-208176, -393360), (-208112, -393120)], 889857.5686297548)
([(379552, 232288), (379552, 232512)], 890099.971525651)
([(424240, 135984), (424224, 136224)], 891060.2723960315)
([(-439504, -76960), (-439264, -77040)], 892159.8580290764)
([(169808, -414208), (170000, -414112)], 895311.9819871522)
([(-178672, 410960), (-178688, 411136)], 896408.392360957)
([(-70368, 442896), (-70128, 442928)], 896896.5066160734)
([(361024, 266096), (361104, 266320)], 897182.0679667287)
([(-423600, -149136), (-423712, -148992)], 898230.4602164302)
([(-147104, -425616), (-147088, -425408)], 900439.2173998402)
([(-193184, 407072), (-193008, 407136)], 901154.2392344574)
([(-91296, 441664), (-91088, 441680)], 901975.9357186939)
([(-118208, -435360), (-118144, -435200)], 902073.7120090188)
([(73776, -446176), (73824, -445936)], 904239.7845879875)
([(-118512, -436400), (-118624, -436192)], 904240.182367386)
([(180912, -414944), (180848, -414720)], 905103.6688957951)
([(-179856, 415568), (-179680, 415520)], 905523.8369799498)
([(144736, -428960), (144896, -429040)], 905566.5140133238)
([(-141024, -430352), (-140800, -430320)], 905638.5038946427)
([(-100528, 441680), (-100288, 441696)], 905914.057554184)
([(323408, 317472), (323584, 317552)], 906561.7094390485)
([(244576, 382512), (244736, 382320)], 907961.6061985396)
([(-106832, -443024), (-106832, -442800)], 911227.9992574312)
([(-297392, -345760), (-297232, -345600)], 911897.1166003803)
([(374448, -260240), (374464, -260080)], 911922.203859657)
([(-297776, 345376), (-297872, 345600)], 912274.2887358957)
([(-433056, -146080), (-433056, -145872)], 913994.5326410298)
([(-175280, -422144), (-175040, -422144)], 914082.2602390759)
([(-356016, -286912), (-356160, -286720)], 914466.1742958128)
([(402192, 220000), (402080, 220224)], 916870.0468405609)
([(-61600, 454816), (-61408, 454768)], 917863.8542373297)
([(-69264, -454480), (-69088, -454416)], 919365.6735683151)
([(234144, -395936), (234016, -395776)], 919772.622646457)
([(265072, -376480), (264944, -376320)], 920665.4117612669)
([(-461008, 24736), (-460800, 24704)], 923132.8739121112)
([(-279728, 367360), (-279520, 367312)], 923309.9651262034)
([(-415392, 202496), (-415216, 202320)], 924005.2218995634)
([(331392, -322720), (331312, -322560)], 924966.4174856648)
([(90816, -453792), (90864, -453568)], 925370.0882830884)
([(67856, 458096), (67776, 458320)], 926398.5843086462)
([(265568, 380480), (265776, 380608)], 928214.0914373673)
([(235648, -400032), (235536, -399808)], 928309.4245733477)
([(-317808, 338752), (-317808, 338976)], 929151.7448300757)
([(-400352, -236720), (-400208, -236544)], 929986.6307722968)
([(465072, -1696), (464992, -1472)], 930069.4223408353)
([(-451408, -111760), (-451472, -111536)], 930082.4975335685)
([(465248, -2384), (465472, -2272)], 930731.6528043653)
([(-257456, -387792), (-257440, -387568)], 930752.9385642065)
([(-451728, -112304), (-451728, -112064)], 930899.4562324662)
([(-396464, -245136), (-396272, -245040)], 932042.3150508949)
([(-131760, -448208), (-131728, -447984)], 934123.1332448354)
([(423664, -199872), (423616, -199632)], 936742.6984346695)
([(-451008, -127136), (-450976, -126896)], 937073.872602471)
([(93552, -459744), (93760, -459776)], 938404.4195981501)
([(-205216, -422592), (-205312, -422368)], 939409.7478350066)
([(210032, -421056), (210112, -420848)], 940916.2305959067)
([(-378032, -281088), (-377824, -280944)], 941912.0244657737)
([(-210640, 421520), (-210432, 421664)], 942475.9677313485)
([(-211216, 421216), (-211168, 421424)], 942576.4858006961)
([(-354096, -311456), (-353952, -311280)], 942938.0135370628)
([(221872, 416624), (221904, 416848)], 944252.4656538898)
([(-467632, 68944), (-467792, 69136)], 945560.2434133458)
([(464240, -89376), (464384, -89232)], 945644.4254940725)
([(78176, 466800), (78352, 466624)], 946457.2994280943)
([(78176, 466800), (78128, 467008)], 946798.9902569246)
([(289840, -374416), (289920, -374240)], 946893.6018271171)
([(369712, -297152), (369680, -296960)], 948509.1538888616)
([(302800, -365232), (302816, -365008)], 948694.4825270278)
([(-420576, -221360), (-420624, -221136)], 950484.191702605)
([(-190608, 435536), (-190464, 435424)], 950677.2314294458)
([(134784, 456048), (134672, 456192)], 951203.6456514127)
([(-456384, 137072), (-456512, 137280)], 953230.3777578493)
([(-322240, 351504), (-322016, 351488)], 953553.1287861383)
([(-208528, 428704), (-208368, 428896)], 953561.7896745417)
([(-380736, -290976), (-380672, -290736)], 958191.5343336281)
([(101968, -470720), (101920, -470512)], 963061.7811834688)
([(2880, 481840), (3072, 481792)], 963650.4006664061)
([(-33952, -480912), (-33744, -480944)], 964235.3224913962)
([(-253088, -410592), (-252880, -410560)], 964517.6254599581)
([(439328, 199008), (439328, 199232)], 964692.440916365)
([(27504, 481488), (27680, 481648)], 964715.6348344567)
([(27680, 481648), (27728, 481856)], 965095.8531537161)
([(121152, -467616), (121344, -467664)], 966205.4743299264)
([(-389584, 286064), (-389504, 286256)], 966710.057353155)
([(-342192, 342800), (-341984, 342896)], 968646.4007251204)
([(-341984, 342896), (-341984, 343120)], 968726.071855709)
([(-168864, -454384), (-168864, -454144)], 969269.4856236139)
([(-210176, 437072), (-210176, 437296)], 970162.4671917686)
([(38224, -483840), (38400, -483760)], 970629.1930572304)
([(367168, -318144), (367248, -317936)], 971578.4432504987)
([(223088, 432384), (223232, 432384)], 973152.2247820722)
([(357552, 330608), (357456, 330832)], 974032.5284047821)
([(-9936, 487008), (-9712, 487040)], 974246.1704585087)
([(-412160, 259920), (-412128, 260112)], 974619.9362692795)
([(-437952, 214048), (-437712, 214064)], 974713.9784515193)
([(119904, 472400), (120000, 472576)], 974953.1128552342)
([(471872, -125808), (472096, -125696)], 976898.0881139785)
([(-480976, -89264), (-480928, -89056)], 978293.0879549275)
([(321264, 368976), (321376, 369152)], 978682.3360779724)
([(-46000, -487600), (-46016, -487392)], 979324.4332591251)
([(-193392, 450416), (-193312, 450560)], 980457.9303431086)
([(-238032, 428848), (-237952, 429088)], 981129.4425775823)
([(475312, -124576), (475264, -124400)], 982641.2393880002)
([(-474448, 127824), (-474384, 128016)], 982718.836007823)
([(-485632, -77968), (-485664, -77744)], 983698.2249374515)
([(86608, 484160), (86624, 484384)], 983914.0238461571)
([(-265872, -414112), (-265680, -414128)], 984138.7378216586)
([(-326496, 368464), (-326624, 368672)], 984852.8918936339)
([(-348368, 348896), (-348160, 348960)], 985978.8479218404)
([(118528, 478576), (118640, 478752)], 986268.5051322181)
([(-459440, 179840), (-459200, 179856)], 986549.8834333187)
([(302848, -389792), (302848, -389616)], 987088.894954918)
([(-87264, -486544), (-87280, -486400)], 988476.421958287)
([(453920, -196896), (454160, -196960)], 989814.0413678664)
([(-338208, -363152), (-338128, -363008)], 992340.028450124)
([(37664, -495776), (37680, -495568)], 994203.0203524645)
([(-476848, -141456), (-476896, -141232)], 994756.3395369799)
([(-280224, -411312), (-280384, -411120)], 995326.9724345121)
([(-488688, -95408), (-488672, -95184)], 995770.017154865)
([(-17168, -498384), (-17200, -498176)], 997152.4429878906)
([(86320, -491520), (86560, -491488)], 998094.3246942721)
([(454656, 208240), (454704, 208448)], 1000282.2239439127)
([(-498848, -40208), (-498688, -40176)], 1000769.533466479)
([(-257344, 429408), (-257376, 429616)], 1001428.4384267358)
([(-344720, -364688), (-344576, -364800)], 1003634.2714026938)
([(-166544, -473808), (-166320, -473824)], 1004392.8000809761)
([(-207568, 458928), (-207344, 459008)], 1007352.2343455999)
([(-213312, 456512), (-213312, 456720)], 1007968.6160542818)
([(496400, -86816), (496640, -86784)], 1008099.8992695598)
([(-194720, 465216), (-194480, 465232)], 1008568.3777011817)
([(205040, 460656), (205120, 460880)], 1008692.1359958523)
([(475792, 167776), (475904, 168000)], 1009193.1573583048)
([(-440192, -246928), (-440176, -246704)], 1009316.7996350743)
([(227456, -451728), (227520, -451536)], 1011379.7678780861)
([(286944, -416976), (286944, -416736)], 1012137.9125426249)
([(-83952, 499056), (-83952, 499280)], 1012356.9150710772)
([(-27376, 505520), (-27136, 505520)], 1012508.5170886421)
([(-354768, 361312), (-354800, 361472)], 1012868.9279695244)
([(-322784, -390336), (-322544, -390352)], 1012878.0869492686)
([(-501984, -67984), (-501760, -67904)], 1012900.5718742372)
([(-442016, 247472), (-441776, 247504)], 1012960.7894292991)
([(29920, -507040), (29776, -506880)], 1015675.8325692054)
([(502544, 73504), (502784, 73424)], 1016007.9909791606)
([(-50352, 506144), (-50336, 506368)], 1017506.0810327674)
([(-68256, -504288), (-68096, -504192)], 1017656.0320319056)
([(-510128, 320), (-510128, 560)], 1020256.4077406998)
([(-463008, 218464), (-462832, 218288)], 1023685.5094093902)
([(499488, 113504), (499312, 113664)], 1024307.9508955586)
([(-102912, -501904), (-102800, -501712)], 1024481.579856175)
([(78112, 506224), (77984, 506384)], 1024568.6632165958)
([(290544, 422752), (290448, 422960)], 1026050.939173894)
([(-260272, -442512), (-260048, -442608)], 1026727.9947707386)
([(-429264, 282992), (-429216, 283136)], 1028342.7659525922)
([(-240848, -454400), (-240624, -454448)], 1028503.7785388099)
([(425328, 289824), (425472, 289904)], 1029536.3977092975)
([(-233648, 459072), (-233472, 459024)], 1030097.7516076837)
([(493376, -148304), (493568, -148384)], 1030573.7377477428)
([(-74176, -510096), (-74096, -509888)], 1030704.5884564475)
([(497680, -135840), (497696, -135600)], 1031723.3692013185)
([(-183968, -482096), (-183728, -482080)], 1031908.7920713596)
([(-515552, 32096), (-515408, 32256)], 1032966.4708741761)
([(-46272, -514720), (-46288, -514512)], 1033385.6320942442)
([(490304, 163152), (490224, 163376)], 1033467.8273258922)
([(293232, 425568), (293408, 425504)], 1033668.2599504504)
([(148800, 495392), (148992, 495376)], 1034553.6915078457)
([(-400336, -328864), (-400336, -328640)], 1036044.010439417)
([(426208, 294752), (426240, 294912)], 1036518.8075743956)
([(393568, -337232), (393728, -337216)], 1036684.6723245587)
([(510688, -92304), (510816, -92096)], 1038014.3706811545)
([(317696, 412944), (317696, 413184)], 1042214.2233997692)
([(386848, 349824), (387072, 349856)], 1043314.0873190037)
([(-504544, -133904), (-504320, -133808)], 1043779.8075689449)
([(-30416, 521504), (-30192, 521536)], 1044799.4171633231)
([(483344, -198320), (483456, -198144)], 1044933.4837482283)
([(-92832, -514304), (-92672, -514336)], 1045232.9932749042)
([(428144, 299856), (428160, 300064)], 1045543.195086881)
([(-5520, -522896), (-5424, -522720)], 1045673.2756730167)
([(-515216, -91936), (-515072, -92128)], 1046600.6712105684)
([(105104, -513216), (105184, -512976)], 1047516.6250820106)
([(-40624, -523072), (-40400, -523088)], 1049292.9450854952)
([(280896, 443056), (281136, 443136)], 1049388.5150093627)
([(-289936, 437424), (-289744, 437520)], 1049550.3565523787)
([(315136, -420032), (315104, -419824)], 1050028.8415974132)
([(-452576, 266064), (-452592, 266240)], 1050084.1286588092)
([(508256, -132256), (508080, -132080)], 1050148.7521660835)
([(126288, -510096), (126080, -509952)], 1050803.2916425024)
([(-463184, 249200), (-463168, 249360)], 1051993.4047076623)
([(143216, -506528), (143376, -506688)], 1052968.0191300744)
([(506976, 143136), (507040, 143376)], 1053716.100287946)
([(-90352, 518992), (-90304, 519200)], 1053792.7813760717)
([(-159488, -502480), (-159376, -502272)], 1054135.1117961819)
([(-141968, 508032), (-141760, 508080)], 1054981.1467518029)
([(355648, -389472), (355872, -389584)], 1055077.7078549033)
([(524624, 58640), (524800, 58592)], 1055951.7404321083)
([(480912, 217952), (480944, 218160)], 1056106.373588676)
([(414048, 328864), (414208, 329040)], 1057755.0171087014)
([(-173056, 500576), (-173056, 500736)], 1059442.891627593)
([(-511200, -139424), (-510976, -139520)], 1059553.468726329)
([(-339712, -407712), (-339696, -407472)], 1061188.1097638137)
([(521024, 101696), (521248, 101680)], 1061928.7748217166)
([(-27328, -530352), (-27104, -530400)], 1062147.6824240806)
([(-348496, 400672), (-348496, 400912)], 1062231.039802236)
([(505632, 163520), (505856, 163552)], 1063054.12317906)
([(-517568, -121488), (-517504, -121280)], 1063160.5628083)
([(-411280, -337264), (-411056, -337152)], 1063519.3656094014)
([(120688, 517904), (120848, 517968)], 1063658.9959390294)
([(-531600, 16720), (-531728, 16928)], 1063860.2657500724)
([(-517904, 123232), (-517792, 123440)], 1064665.83119592)
([(-422560, -323904), (-422384, -323920)], 1064709.496745673)
([(108064, 521568), (108128, 521760)], 1065491.5752882436)
([(133952, 515904), (134144, 515776)], 1065945.1839327049)
([(-427984, 317792), (-427920, 317984)], 1066200.176500053)
([(-484592, -223120), (-484352, -223072)], 1066742.6021420197)
([(462176, -266384), (462176, -266176)], 1066792.7661855854)
([(-311712, -433824), (-311584, -433664)], 1068191.6185180107)
([(-75408, -529552), (-75248, -529632)], 1069844.8508920982)
([(-375168, -381584), (-375024, -381408)], 1070020.9480926124)
([(-66768, 531312), (-66784, 531520)], 1071189.9910982894)
([(-66736, 532176), (-66560, 532144)], 1072634.567380955)
([(101104, 526704), (100976, 526848)], 1072757.2728545559)
([(531024, -76960), (531088, -76752)], 1073177.2107730038)
([(-491904, -215184), (-491760, -215008)], 1073620.0596502225)
([(-439952, 307856), (-439744, 307936)], 1073808.58342543)
([(-233984, 484688), (-233808, 484864)], 1076503.8277639546)
([(-333072, -423056), (-333072, -422896)], 1076746.314058363)
([(-382320, 379232), (-382192, 379408)], 1077039.132997304)
([(214832, 495984), (214752, 496208)], 1081197.2087914825)
([(477744, -253104), (477840, -252896)], 1081284.8067830442)
([(-192656, -505312), (-192448, -505168)], 1081376.410732309)
([(-460480, 287456), (-460288, 287456)], 1085512.5646017906)
([(-198064, -505552), (-198144, -505328)], 1085752.816284645)
([(-46816, -540960), (-46576, -540960)], 1085943.3729426146)
([(-506512, 195776), (-506368, 195936)], 1085985.3709020398)
([(106352, -532720), (106288, -532480)], 1086216.7416537874)
([(-525968, -140064), (-525776, -139984)], 1088389.78524177)
([(302944, 452256), (303104, 452192)], 1088724.2035590715)
([(-354144, -413840), (-353968, -413696)], 1089145.7374696303)
([(533360, 110320), (533552, 110400)], 1089503.8025173906)
([(138576, -526992), (138480, -526832)], 1089635.284318992)
([(-112992, -533200), (-112864, -532992)], 1089851.5129792131)
([(371552, -398720), (371760, -398832)], 1090230.2177951676)
([(-520096, 163664), (-520064, 163856)], 1090505.4851541559)
([(-427696, -339744), (-427504, -339792)], 1092307.758808435)
([(-499056, -223424), (-499184, -223216)], 1093604.3369661223)
([(8496, 546816), (8720, 546928)], 1093879.5077928295)
([(-52144, -544928), (-52016, -544736)], 1094630.9653986515)
([(-545440, -46560), (-545280, -46752)], 1094704.2019395977)
([(44224, -545968), (44128, -545760)], 1095297.269290219)
([(-332000, 436048), (-331984, 436256)], 1096261.392147536)
([(539456, 97024), (539648, 96992)], 1096406.7016205252)
([(-378112, -398528), (-378208, -398320)], 1098629.474753427)
([(-389792, 387232), (-389632, 387104)], 1098680.1232179732)
([(203616, -510288), (203824, -510144)], 1098766.9821304146)
([(432400, -339664), (432464, -339440)], 1099623.5846142168)
([(-247712, 490864), (-247584, 491040)], 1099751.6220916477)
([(507472, 211824), (507584, 212048)], 1100002.810117614)
([(94992, -541856), (95008, -541616)], 1100005.2627407862)
([(-222976, 503104), (-222880, 503312)], 1100754.6354131605)
([(-340640, 432384), (-340480, 432432)], 1100832.0455018352)
([(546528, -65200), (546592, -64976)], 1100843.8482702058)
([(332640, 438640), (332496, 438784)], 1101035.3377494947)
([(-539792, 109200), (-539648, 109408)], 1101353.8147635437)
([(53072, 548176), (53296, 548064)], 1101388.370953756)
([(-546448, 70928), (-546224, 71024)], 1101854.1125205164)
([(-543408, -95392), (-543408, -95232)], 1103406.7935570935)
([(-549024, 57456), (-548848, 57408)], 1103864.4245313196)
([(-476320, -279344), (-476160, -279376)], 1104258.2128218673)
([(-479952, 276256), (-480000, 276496)], 1107719.5717671313)
([(540512, -122112), (540704, -122160)], 1108465.988950645)
([(-121216, 541040), (-121152, 541248)], 1109094.0329890493)
([(-540112, -126096), (-540112, -125872)], 1109221.2632233887)
([(-531360, -161968), (-531280, -161744)], 1110852.494713762)
([(102416, 546144), (102480, 546368)], 1111559.6436661053)
([(16112, -555680), (16192, -555472)], 1111621.4836525284)
([(555760, -15504), (555600, -15360)], 1111788.4940747633)
([(528720, -173472), (528912, -173440)], 1113073.8480947618)
([(513392, -215984), (513616, -215904)], 1114124.186252688)
([(421616, -365200), (421568, -364992)], 1115410.072820263)
([(-460720, -314512), (-460688, -314368)], 1115563.8785136798)
([(518432, -205520), (518656, -205552)], 1115585.8154866123)
([(351040, -433840), (351040, -433664)], 1116010.5414713586)
([(-258752, -494592), (-258544, -494528)], 1116222.8943783254)
([(-384688, 404752), (-384464, 404720)], 1116619.7820135243)
([(-406960, 382240), (-406960, 382480)], 1116809.0595054394)
([(56880, 555824), (56912, 556032)], 1117663.806389724)
([(-389408, -401616), (-389440, -401408)], 1118683.05602234)
([(118096, -546960), (118096, -546784)], 1118956.03120952)
([(-379600, 411136), (-379392, 411216)], 1119076.27571195)
([(312672, 463968), (312832, 464064)], 1119150.8626116335)
([(521856, -202448), (521776, -202240)], 1119348.0942027613)
([(532624, 171888), (532752, 172048)], 1119516.8628596284)
([(-125648, 545632), (-125424, 545616)], 1119758.6314862734)
([(267280, -492192), (267296, -491968)], 1119974.2943530148)
([(-289424, 479488), (-289232, 479584)], 1120116.9194826637)
([(-470720, -304864), (-470528, -304912)], 1121505.5009279503)
([(267056, -493280), (266992, -493040)], 1121621.3318528123)
([(3424, 560896), (3632, 560784)], 1121702.212305861)
([(-464256, -315088), (-464224, -314864)], 1122013.663341743)
([(548176, 125280), (548176, 125472)], 1124661.864046028)
([(11104, -562320), (10928, -562160)], 1124695.8296779091)
([(275264, -491792), (275488, -491712)], 1127212.4637903399)
([(-341248, 448832), (-341232, 449056)], 1127821.7203676952)
([(-432272, -362256), (-432096, -362400)], 1127944.3282705653)
([(319840, 465200), (320016, 465264)], 1129238.224583175)
([(-351584, -442016), (-351728, -441840)], 1129534.9695704659)
([(-136336, -548224), (-136160, -548288)], 1129864.0054649645)
([(-468976, 315232), (-468912, 315472)], 1130230.724818737)
([(-486560, -288064), (-486368, -287984)], 1130672.4513880424)
([(106208, 555328), (106160, 555552)], 1130997.148441082)
([(-105664, -556352), (-105472, -556464)], 1132668.4882380092)
([(-560464, -82064), (-560416, -81920)], 1132811.8753904798)
([(-334496, -457888), (-334336, -457920)], 1134037.2829041572)
([(-411328, 390480), (-411424, 390704)], 1134534.8406468988)
([(470128, 317776), (470224, 317968)], 1135091.3304780493)
([(-537552, 184176), (-537552, 184336)], 1136507.6893133959)
([(-558736, -105920), (-558528, -105776)], 1137142.9341431523)
([(-248000, -513808), (-247760, -513792)], 1140938.1146089493)
([(536736, -194272), (536640, -194048)], 1141458.9311285284)
([(170320, -545152), (170560, -545232)], 1142425.70172489)
([(534384, -202576), (534560, -202512)], 1143126.230044899)
([(-153248, 551088), (-153056, 551072)], 1143931.3085453245)
([(102624, -562848), (102720, -562672)], 1144098.5292445319)
([(572240, -4896), (572464, -4912)], 1144746.0175419927)
([(-485056, 304176), (-484848, 304128)], 1144878.8278727462)
([(-75040, -567984), (-75104, -567760)], 1145625.4461580298)
([(-474800, -320976), (-474592, -320912)], 1146021.5435313382)
([(415984, -394464), (415984, -394240)], 1146396.4318971427)
([(567968, -80560), (567920, -80336)], 1147226.70715439)
([(30000, -572880), (30240, -572848)], 1147310.5795003378)
([(-416416, 394592), (-416512, 394752)], 1147533.4444058756)
([(105840, 564576), (105984, 564480)], 1148754.492251074)
([(99872, 565584), (99984, 565808)], 1148908.3007305404)
([(-92896, -566976), (-92672, -566976)], 1149035.5389609647)
([(-549552, -168608), (-549376, -168752)], 1149545.36866644)
([(-199312, 539184), (-199152, 539328)], 1149765.9472412935)
([(456560, -349408), (456720, -349488)], 1150015.6426553547)
([(474960, 324128), (475184, 324160)], 1150239.5235963524)
([(-103712, 565616), (-103808, 565840)], 1150329.1847352413)
([(434896, 376656), (434864, 376864)], 1150771.4281043755)
([(567920, -93872), (568016, -93680)], 1151315.0701937838)
([(442176, 368720), (442384, 368704)], 1151625.186655844)
([(-285440, -500432), (-285376, -500192)], 1151989.2791353292)
([(359424, -450704), (359568, -450528)], 1152895.7729636063)
([(576352, -13040), (576528, -13216)], 1153178.9546734802)
([(407856, 408288), (408064, 408432)], 1154450.9547222233)
([(202608, -540592), (202784, -540512)], 1154611.8697138333)
([(202544, -540816), (202608, -540592)], 1154812.289835749)
([(-443104, 370912), (-442864, 370992)], 1155578.1620668012)
([(-450736, 361552), (-450528, 361696)], 1155579.7358909734)
([(572016, -85680), (571904, -85456)], 1156650.569059615)
([(-286016, -502944), (-286080, -502736)], 1157016.0416911696)
([(-209136, 539424), (-209248, 539648)], 1157342.4528590646)
([(39440, 577328), (39536, 577536)], 1157561.261328382)
([(-305456, -491728), (-305520, -491488)], 1157586.026178863)
([(-302224, 494272), (-302080, 494144)], 1158511.7680101893)
([(-66400, 575840), (-66272, 576016)], 1159471.4856419298)
([(221184, 535920), (221184, 536080)], 1159686.790107138)
([(577600, -53440), (577568, -53232)], 1160082.7838977585)
([(576160, 73056), (576032, 73216)], 1161439.5952520585)
([(-442016, 377088), (-441856, 377056)], 1161879.034771514)
([(112416, -570208), (112656, -570192)], 1162398.220100582)
([(334432, -476320), (334464, -476160)], 1163890.0391244926)
([(-441120, -380080), (-441088, -379856)], 1164385.546763039)
([(-112816, 571232), (-112592, 571184)], 1164441.1225211127)
([(514416, 273216), (514288, 273408)], 1164916.2071641851)
([(-499424, 300672), (-499184, 300672)], 1165689.7354479025)
([(559712, -167056), (559664, -166896)], 1168129.524996291)
([(507248, 289840), (507424, 289936)], 1168631.4550685817)
([(-561312, -165248), (-561136, -165168)], 1170070.188702944)
([(-505008, -295632), (-505040, -295408)], 1170267.186497069)
([(-211136, 545936), (-210912, 545952)], 1170616.9163930798)
([(-463520, 357728), (-463344, 357632)], 1170818.8609219613)
([(-575680, -107712), (-575488, -107744)], 1171157.1442889313)
([(-245984, -531600), (-245936, -531424)], 1171326.3046210816)
([(362352, -460096), (362528, -460032)], 1171360.9957724998)
([(583536, -49472), (583696, -49392)], 1171411.3884582235)
([(-396448, 431360), (-396256, 431312)], 1171572.7135176107)
([(362864, -460496), (363008, -460464)], 1172628.4576315195)
([(-489152, -324368), (-488944, -324480)], 1173744.2462967157)
([(-520896, 271216), (-520848, 271424)], 1174601.5383267393)
([(436864, 392480), (436912, 392704)], 1174733.3442659862)
([(-490752, 322912), (-490672, 323136)], 1174977.0804069126)
([(-583872, 66752), (-583632, 66784)], 1175115.9333447611)
([(-563616, 168288), (-563680, 168464)], 1176519.5296787373)
([(569056, 149872), (569056, 150064)], 1176970.9270453444)
([(151808, -568992), (151824, -568768)], 1177578.1139205177)
([(-372384, -456992), (-372208, -456896)], 1178816.5797760133)
([(-184976, 559968), (-184784, 559920)], 1179352.202746571)
([(-57488, 587472), (-57296, 587408)], 1180473.8096340173)
([(-546448, 223760), (-546304, 223584)], 1180772.458848122)
([(-454400, 377168), (-454336, 377360)], 1181149.2945647095)
([(71536, 586464), (71696, 586288)], 1181466.3312106957)
([(589680, 36720), (589856, 36544)], 1181809.1317134122)
([(137536, -574608), (137728, -574752)], 1181862.3874040844)
([(479840, 345952), (479856, 346176)], 1183240.301246849)
([(-334720, -488096), (-334560, -487920)], 1183445.3733515395)
([(392928, 442656), (392976, 442880)], 1183984.4244045878)
([(-542416, 238160), (-542208, 238176)], 1184611.8418842193)
([(591216, 37408), (591360, 37440)], 1184942.2852618918)
([(581328, -114880), (581264, -114656)], 1185034.5888448604)
([(544512, -235216), (544560, -234992)], 1186243.413017727)
([(582448, 112960), (582672, 112960)], 1186821.1586495126)
([(462480, -372368), (462464, -372208)], 1187398.3476683558)
([(-226736, 548720), (-226736, 548960)], 1187660.8293537677)
([(68432, 590080), (68656, 590064)], 1188079.5557591799)
([(-426464, 413552), (-426496, 413728)], 1188247.8574894615)
([(468272, -366480), (468480, -366416)], 1189386.7698141583)
([(-347792, -483264), (-347584, -483328)], 1190734.1929949694)
([(-347616, -483472), (-347584, -483328)], 1190800.2701436607)
([(-78528, 590448), (-78336, 590560)], 1191379.9782671253)
([(-540416, -251024), (-540576, -250848)], 1191813.4333786266)
([(371472, 467296), (371536, 467536)], 1194140.597305978)
([(-451216, 392912), (-451072, 392880)], 1196491.8333067666)
([(517968, 299216), (518144, 299200)], 1196507.3321878714)
([(-379616, -462480), (-379696, -462240)], 1196520.7217579624)
([(139584, -582336), (139504, -582096)], 1197410.5373036386)
([(293200, -522112), (293408, -522176)], 1197767.254147891)
([(358768, 479552), (358944, 479504)], 1197872.6789054777)
([(385376, 458976), (385552, 458944)], 1198710.6121656885)
([(588096, -116544), (588336, -116544)], 1199300.7414921978)
([(-599840, 4448), (-599984, 4656)], 1199858.5569141854)
([(297840, -521152), (298032, -521008)], 1200483.6369986273)
([(-576144, -169392), (-575968, -169328)], 1200871.89120333)
([(458096, 388464), (457984, 388688)], 1201319.2151478694)
([(501568, 330368), (501776, 330496)], 1201432.6485028246)
([(504560, 325968), (504640, 326176)], 1201572.49218279)
([(-599376, -43152), (-599312, -42992)], 1201779.4032622098)
([(-224560, 557392), (-224464, 557584)], 1201995.8648017247)
([(591200, 107568), (591440, 107584)], 1202051.4770361022)
([(461024, 385904), (460992, 386128)], 1202558.5018012093)
([(120656, 588992), (120832, 589168)], 1202654.3387580882)
([(-246016, 550736), (-246128, 550960)], 1206623.3021414615)
([(550656, -247952), (550480, -247792)], 1207585.4460266423)
([(-231648, -557984), (-231424, -558032)], 1208274.57152613)
([(540976, 269152), (541024, 269376)], 1208609.299516443)
([(-594864, -107696), (-594912, -107488)], 1209078.6283346713)
([(553840, 242272), (554064, 242352)], 1209260.805146454)
([(-566944, 210448), (-566784, 210528)], 1209363.463827338)
([(-111536, 594224), (-111600, 594464)], 1209449.8072209572)
([(-279712, -536320), (-279504, -536256)], 1209603.9990055496)
([(-591232, -128656), (-591264, -128432)], 1210120.2753006385)
